timestamp,instance_type,availability_zone,spot_price,product_desc
2026-01-18 09:46:25+00:00,m5.2xlarge,eu-north-1c,0.1616,Linux/UNIX
2026-01-18 10:31:29+00:00,c5.2xlarge,eu-north-1b,0.106,Linux/UNIX
2026-01-18 10:46:31+00:00,m5.2xlarge,eu-north-1b,0.1618,Linux/UNIX
2026-01-18 11:01:16+00:00,m5.xlarge,eu-north-1b,0.0629,Linux/UNIX
2026-01-18 11:01:23+00:00,c5.xlarge,eu-north-1c,0.0577,Linux/UNIX
2026-01-18 11:16:24+00:00,g4dn.xlarge,eu-north-1c,0.1777,Linux/UNIX
2026-01-18 11:46:32+00:00,c5.xlarge,eu-north-1a,0.0656,Linux/UNIX
2026-01-18 12:16:45+00:00,m5.2xlarge,eu-north-1a,0.1907,Linux/UNIX
2026-01-18 13:01:15+00:00,m5.xlarge,eu-north-1a,0.0614,Linux/UNIX
2026-01-18 13:16:24+00:00,c5.2xlarge,eu-north-1c,0.1022,Linux/UNIX
2026-01-18 13:31:23+00:00,g4dn.xlarge,eu-north-1b,0.1941,Linux/UNIX
2026-01-18 13:46:46+00:00,c5.xlarge,eu-north-1b,0.0576,Linux/UNIX
2026-01-18 14:16:27+00:00,m5.2xlarge,eu-north-1c,0.161,Linux/UNIX
2026-01-18 15:01:15+00:00,m5.xlarge,eu-north-1b,0.0624,Linux/UNIX
2026-01-18 15:16:14+00:00,m5.xlarge,eu-north-1c,0.0654,Linux/UNIX
2026-01-18 15:16:46+00:00,c5.xlarge,eu-north-1a,0.0653,Linux/UNIX
2026-01-18 15:31:23+00:00,m5.2xlarge,eu-north-1b,0.1616,Linux/UNIX
2026-01-18 15:46:23+00:00,c5.2xlarge,eu-north-1b,0.1055,Linux/UNIX
2026-01-18 15:46:28+00:00,g4dn.xlarge,eu-north-1a,0.1797,Linux/UNIX
2026-01-18 16:01:29+00:00,g4dn.xlarge,eu-north-1c,0.1776,Linux/UNIX
2026-01-18 18:32:02+00:00,c5.xlarge,eu-north-1a,0.0651,Linux/UNIX
2026-01-18 18:32:02+00:00,c5.xlarge,eu-north-1c,0.0575,Linux/UNIX
2026-01-18 19:01:27+00:00,g4dn.xlarge,eu-north-1b,0.1932,Linux/UNIX
2026-01-18 19:02:19+00:00,c5.2xlarge,eu-north-1b,0.1051,Linux/UNIX
2026-01-18 19:46:27+00:00,m5.xlarge,eu-north-1c,0.0652,Linux/UNIX
2026-01-18 20:16:18+00:00,m5.2xlarge,eu-north-1a,0.1897,Linux/UNIX
2026-01-18 20:16:28+00:00,m5.xlarge,eu-north-1a,0.0615,Linux/UNIX
2026-01-18 21:16:13+00:00,m5.xlarge,eu-north-1b,0.0621,Linux/UNIX
2026-01-18 21:46:29+00:00,m5.2xlarge,eu-north-1c,0.1605,Linux/UNIX
2026-01-18 22:02:22+00:00,c5.2xlarge,eu-north-1c,0.102,Linux/UNIX
2026-01-18 22:16:36+00:00,g4dn.xlarge,eu-north-1a,0.1799,Linux/UNIX
2026-01-18 22:46:21+00:00,m5.2xlarge,eu-north-1b,0.1618,Linux/UNIX
2026-01-18 23:16:49+00:00,c5.xlarge,eu-north-1c,0.0571,Linux/UNIX
2026-01-18 23:46:18+00:00,c5.2xlarge,eu-north-1a,0.1373,Linux/UNIX
2026-01-19 00:31:14+00:00,m5.xlarge,eu-north-1b,0.0619,Linux/UNIX
2026-01-19 00:31:14+00:00,m5.xlarge,eu-north-1c,0.0649,Linux/UNIX
2026-01-19 00:46:28+00:00,g4dn.xlarge,eu-north-1c,0.1767,Linux/UNIX
2026-01-19 01:31:26+00:00,c5.xlarge,eu-north-1b,0.0575,Linux/UNIX
2026-01-19 02:46:38+00:00,m5.2xlarge,eu-north-1b,0.1617,Linux/UNIX
2026-01-19 03:02:09+00:00,c5.2xlarge,eu-north-1b,0.1046,Linux/UNIX
2026-01-19 03:16:07+00:00,m5.2xlarge,eu-north-1a,0.1887,Linux/UNIX
2026-01-19 04:01:23+00:00,c5.2xlarge,eu-north-1a,0.1366,Linux/UNIX
2026-01-19 04:16:21+00:00,m5.xlarge,eu-north-1a,0.0616,Linux/UNIX
2026-01-19 05:31:21+00:00,g4dn.xlarge,eu-north-1a,0.1796,Linux/UNIX
2026-01-19 05:46:19+00:00,c5.xlarge,eu-north-1a,0.065,Linux/UNIX
2026-01-19 06:02:13+00:00,c5.2xlarge,eu-north-1c,0.1018,Linux/UNIX
2026-01-19 06:16:15+00:00,m5.2xlarge,eu-north-1c,0.1601,Linux/UNIX
2026-01-19 07:01:36+00:00,c5.2xlarge,eu-north-1b,0.104,Linux/UNIX
2026-01-19 07:16:31+00:00,c5.xlarge,eu-north-1c,0.0579,Linux/UNIX
2026-01-19 08:16:40+00:00,m5.2xlarge,eu-north-1b,0.1615,Linux/UNIX
2026-01-19 08:46:27+00:00,g4dn.xlarge,eu-north-1b,0.193,Linux/UNIX
2026-01-19 08:46:27+00:00,g4dn.xlarge,eu-north-1c,0.1766,Linux/UNIX
2026-01-19 08:47:09+00:00,c5.2xlarge,eu-north-1a,0.1356,Linux/UNIX
2026-01-19 09:01:30+00:00,c5.xlarge,eu-north-1a,0.0649,Linux/UNIX
2026-01-19 09:01:30+00:00,c5.xlarge,eu-north-1b,0.0573,Linux/UNIX
2026-01-19 09:16:11+00:00,m5.xlarge,eu-north-1c,0.0647,Linux/UNIX
2026-01-19 10:01:28+00:00,m5.2xlarge,eu-north-1c,0.1591,Linux/UNIX
2026-01-19 10:01:29+00:00,g4dn.xlarge,eu-north-1a,0.1794,Linux/UNIX
2026-01-19 11:16:19+00:00,m5.2xlarge,eu-north-1a,0.1882,Linux/UNIX
2026-01-19 12:01:18+00:00,m5.xlarge,eu-north-1a,0.0619,Linux/UNIX
2026-01-19 12:31:20+00:00,c5.2xlarge,eu-north-1c,0.1014,Linux/UNIX
2026-01-19 13:31:49+00:00,c5.xlarge,eu-north-1b,0.0571,Linux/UNIX
2026-01-19 13:47:01+00:00,c5.xlarge,eu-north-1a,0.0646,Linux/UNIX
2026-01-19 14:16:30+00:00,g4dn.xlarge,eu-north-1a,0.1792,Linux/UNIX
2026-01-19 14:31:31+00:00,c5.2xlarge,eu-north-1b,0.1036,Linux/UNIX
2026-01-19 15:16:39+00:00,g4dn.xlarge,eu-north-1c,0.1767,Linux/UNIX
2026-01-19 15:46:14+00:00,m5.xlarge,eu-north-1a,0.0622,Linux/UNIX
2026-01-19 17:31:20+00:00,c5.2xlarge,eu-north-1a,0.1343,Linux/UNIX
2026-01-19 18:31:46+00:00,m5.2xlarge,eu-north-1a,0.1876,Linux/UNIX
2026-01-19 18:31:46+00:00,m5.2xlarge,eu-north-1c,0.1584,Linux/UNIX
2026-01-19 19:46:25+00:00,c5.2xlarge,eu-north-1c,0.1011,Linux/UNIX
2026-01-19 20:16:29+00:00,c5.xlarge,eu-north-1c,0.0578,Linux/UNIX
2026-01-19 20:46:12+00:00,m5.xlarge,eu-north-1b,0.062,Linux/UNIX
2026-01-19 20:47:02+00:00,g4dn.xlarge,eu-north-1b,0.1932,Linux/UNIX
2026-01-19 21:01:19+00:00,m5.xlarge,eu-north-1a,0.0626,Linux/UNIX
2026-01-19 21:02:18+00:00,m5.2xlarge,eu-north-1b,0.1612,Linux/UNIX
2026-01-19 21:17:06+00:00,g4dn.xlarge,eu-north-1a,0.1789,Linux/UNIX
2026-01-19 21:31:52+00:00,c5.2xlarge,eu-north-1b,0.1033,Linux/UNIX
2026-01-19 21:46:24+00:00,m5.xlarge,eu-north-1c,0.0649,Linux/UNIX
2026-01-19 22:32:01+00:00,c5.xlarge,eu-north-1a,0.0643,Linux/UNIX
2026-01-19 22:32:01+00:00,c5.xlarge,eu-north-1b,0.0569,Linux/UNIX
2026-01-19 22:32:06+00:00,c5.2xlarge,eu-north-1a,0.1335,Linux/UNIX
2026-01-19 23:31:25+00:00,g4dn.xlarge,eu-north-1c,0.1772,Linux/UNIX
2026-01-20 00:47:14+00:00,c5.2xlarge,eu-north-1b,0.1031,Linux/UNIX
2026-01-20 01:31:59+00:00,m5.2xlarge,eu-north-1a,0.1873,Linux/UNIX
2026-01-20 01:46:24+00:00,g4dn.xlarge,eu-north-1b,0.1936,Linux/UNIX
2026-01-20 02:16:26+00:00,m5.xlarge,eu-north-1c,0.0652,Linux/UNIX
2026-01-20 02:46:29+00:00,c5.xlarge,eu-north-1a,0.0642,Linux/UNIX
2026-01-20 02:46:29+00:00,c5.xlarge,eu-north-1c,0.0576,Linux/UNIX
2026-01-20 04:16:28+00:00,m5.2xlarge,eu-north-1c,0.158,Linux/UNIX
2026-01-20 04:46:35+00:00,g4dn.xlarge,eu-north-1a,0.179,Linux/UNIX
2026-01-20 05:01:24+00:00,c5.2xlarge,eu-north-1c,0.101,Linux/UNIX
2026-01-20 05:31:23+00:00,m5.xlarge,eu-north-1a,0.0628,Linux/UNIX
2026-01-20 05:46:27+00:00,g4dn.xlarge,eu-north-1c,0.1774,Linux/UNIX
2026-01-20 06:46:27+00:00,c5.2xlarge,eu-north-1a,0.1331,Linux/UNIX
2026-01-20 07:31:30+00:00,m5.2xlarge,eu-north-1c,0.1579,Linux/UNIX
2026-01-20 08:46:20+00:00,c5.2xlarge,eu-north-1b,0.1028,Linux/UNIX
2026-01-20 09:02:19+00:00,g4dn.xlarge,eu-north-1b,0.1935,Linux/UNIX
2026-01-20 09:16:31+00:00,g4dn.xlarge,eu-north-1c,0.1771,Linux/UNIX
2026-01-20 09:31:21+00:00,m5.2xlarge,eu-north-1a,0.1874,Linux/UNIX
2026-01-20 09:46:23+00:00,m5.xlarge,eu-north-1b,0.0621,Linux/UNIX
2026-01-20 11:16:19+00:00,m5.xlarge,eu-north-1a,0.0631,Linux/UNIX
2026-01-20 11:16:19+00:00,m5.xlarge,eu-north-1c,0.0657,Linux/UNIX
2026-01-20 11:16:52+00:00,c5.xlarge,eu-north-1c,0.0575,Linux/UNIX
2026-01-20 11:46:19+00:00,c5.xlarge,eu-north-1a,0.0641,Linux/UNIX
2026-01-20 12:46:22+00:00,c5.2xlarge,eu-north-1a,0.1329,Linux/UNIX
2026-01-20 12:46:48+00:00,m5.2xlarge,eu-north-1b,0.1614,Linux/UNIX
2026-01-20 13:01:43+00:00,m5.2xlarge,eu-north-1c,0.1575,Linux/UNIX
2026-01-20 13:16:37+00:00,c5.xlarge,eu-north-1b,0.0567,Linux/UNIX
2026-01-20 13:16:58+00:00,c5.2xlarge,eu-north-1c,0.1006,Linux/UNIX
2026-01-20 14:01:18+00:00,c5.2xlarge,eu-north-1b,0.1019,Linux/UNIX
2026-01-20 15:16:31+00:00,m5.2xlarge,eu-north-1a,0.1873,Linux/UNIX
2026-01-20 16:46:28+00:00,g4dn.xlarge,eu-north-1b,0.1933,Linux/UNIX
2026-01-20 16:46:28+00:00,g4dn.xlarge,eu-north-1c,0.1773,Linux/UNIX
2026-01-20 17:01:27+00:00,c5.2xlarge,eu-north-1a,0.1327,Linux/UNIX
2026-01-20 18:01:18+00:00,m5.xlarge,eu-north-1a,0.0634,Linux/UNIX
2026-01-20 18:16:05+00:00,c5.xlarge,eu-north-1a,0.0639,Linux/UNIX
2026-01-20 18:31:29+00:00,c5.xlarge,eu-north-1c,0.0572,Linux/UNIX
2026-01-20 19:01:31+00:00,m5.2xlarge,eu-north-1b,0.1613,Linux/UNIX
2026-01-20 20:31:28+00:00,c5.2xlarge,eu-north-1b,0.1012,Linux/UNIX
2026-01-20 21:01:47+00:00,c5.xlarge,eu-north-1b,0.0566,Linux/UNIX
2026-01-20 22:01:36+00:00,m5.2xlarge,eu-north-1c,0.1574,Linux/UNIX
2026-01-20 22:02:20+00:00,g4dn.xlarge,eu-north-1b,0.1934,Linux/UNIX
2026-01-20 22:17:07+00:00,m5.2xlarge,eu-north-1a,0.1869,Linux/UNIX
2026-01-20 23:16:18+00:00,c5.2xlarge,eu-north-1a,0.1335,Linux/UNIX
2026-01-21 01:01:31+00:00,g4dn.xlarge,eu-north-1c,0.1794,Linux/UNIX
2026-01-21 01:01:31+00:00,g4dn.xlarge,eu-north-1a,0.1792,Linux/UNIX
2026-01-21 01:17:23+00:00,c5.xlarge,eu-north-1a,0.0634,Linux/UNIX
2026-01-21 01:17:23+00:00,c5.xlarge,eu-north-1c,0.0571,Linux/UNIX
2026-01-21 01:46:29+00:00,c5.2xlarge,eu-north-1c,0.1004,Linux/UNIX
2026-01-21 02:16:39+00:00,m5.xlarge,eu-north-1b,0.0625,Linux/UNIX
2026-01-21 02:31:53+00:00,m5.xlarge,eu-north-1a,0.0633,Linux/UNIX
2026-01-21 02:46:57+00:00,g4dn.xlarge,eu-north-1b,0.1942,Linux/UNIX
2026-01-21 03:46:20+00:00,m5.xlarge,eu-north-1c,0.0662,Linux/UNIX
2026-01-21 05:46:27+00:00,c5.2xlarge,eu-north-1a,0.1343,Linux/UNIX
2026-01-21 06:46:27+00:00,m5.2xlarge,eu-north-1b,0.1616,Linux/UNIX
2026-01-21 08:31:18+00:00,m5.xlarge,eu-north-1b,0.0627,Linux/UNIX
2026-01-21 08:46:24+00:00,m5.2xlarge,eu-north-1c,0.1577,Linux/UNIX
2026-01-21 09:31:29+00:00,c5.xlarge,eu-north-1a,0.0632,Linux/UNIX
2026-01-21 10:16:18+00:00,m5.xlarge,eu-north-1c,0.0664,Linux/UNIX
2026-01-21 10:31:33+00:00,g4dn.xlarge,eu-north-1b,0.1943,Linux/UNIX
2026-01-21 11:02:06+00:00,g4dn.xlarge,eu-north-1a,0.1796,Linux/UNIX
2026-01-21 11:31:20+00:00,c5.2xlarge,eu-north-1a,0.1349,Linux/UNIX
2026-01-21 12:31:22+00:00,m5.2xlarge,eu-north-1b,0.1613,Linux/UNIX
2026-01-21 12:46:19+00:00,c5.2xlarge,eu-north-1b,0.1009,Linux/UNIX
2026-01-21 13:17:23+00:00,c5.xlarge,eu-north-1a,0.063,Linux/UNIX
2026-01-21 13:46:22+00:00,m5.xlarge,eu-north-1a,0.0632,Linux/UNIX
2026-01-21 13:46:51+00:00,m5.2xlarge,eu-north-1a,0.1867,Linux/UNIX
2026-01-21 14:02:22+00:00,c5.xlarge,eu-north-1c,0.0572,Linux/UNIX
2026-01-21 14:16:27+00:00,m5.2xlarge,eu-north-1c,0.1575,Linux/UNIX
2026-01-21 14:31:21+00:00,m5.xlarge,eu-north-1b,0.0628,Linux/UNIX
2026-01-21 15:46:24+00:00,g4dn.xlarge,eu-north-1a,0.1797,Linux/UNIX
2026-01-21 16:46:49+00:00,g4dn.xlarge,eu-north-1c,0.1803,Linux/UNIX
2026-01-21 17:01:18+00:00,m5.xlarge,eu-north-1c,0.0665,Linux/UNIX
2026-01-21 18:31:25+00:00,m5.2xlarge,eu-north-1c,0.1574,Linux/UNIX
2026-01-21 18:31:31+00:00,c5.2xlarge,eu-north-1a,0.1355,Linux/UNIX
2026-01-21 18:46:05+00:00,c5.2xlarge,eu-north-1c,0.1,Linux/UNIX
2026-01-21 19:31:15+00:00,c5.xlarge,eu-north-1c,0.0571,Linux/UNIX
2026-01-21 20:01:36+00:00,m5.2xlarge,eu-north-1a,0.186,Linux/UNIX
2026-01-21 21:01:52+00:00,c5.xlarge,eu-north-1b,0.0566,Linux/UNIX
2026-01-21 21:16:22+00:00,m5.xlarge,eu-north-1a,0.0633,Linux/UNIX
2026-01-21 21:31:36+00:00,m5.2xlarge,eu-north-1b,0.161,Linux/UNIX
2026-01-21 22:16:28+00:00,g4dn.xlarge,eu-north-1a,0.1799,Linux/UNIX
2026-01-21 22:16:28+00:00,g4dn.xlarge,eu-north-1b,0.1946,Linux/UNIX
2026-01-21 23:01:17+00:00,m5.xlarge,eu-north-1c,0.0669,Linux/UNIX
2026-01-21 23:01:45+00:00,c5.2xlarge,eu-north-1b,0.1005,Linux/UNIX
2026-01-21 23:16:22+00:00,m5.xlarge,eu-north-1b,0.0626,Linux/UNIX
2026-01-22 00:16:22+00:00,g4dn.xlarge,eu-north-1c,0.1807,Linux/UNIX
2026-01-22 01:16:13+00:00,c5.xlarge,eu-north-1a,0.0631,Linux/UNIX
2026-01-22 02:16:25+00:00,m5.2xlarge,eu-north-1b,0.1609,Linux/UNIX
2026-01-22 03:16:34+00:00,c5.2xlarge,eu-north-1a,0.1358,Linux/UNIX
2026-01-22 03:31:23+00:00,m5.xlarge,eu-north-1a,0.0634,Linux/UNIX
2026-01-22 03:31:26+00:00,m5.2xlarge,eu-north-1c,0.1575,Linux/UNIX
2026-01-22 04:01:27+00:00,m5.2xlarge,eu-north-1a,0.1856,Linux/UNIX
2026-01-22 04:17:20+00:00,g4dn.xlarge,eu-north-1a,0.18,Linux/UNIX
2026-01-22 05:31:19+00:00,m5.xlarge,eu-north-1b,0.0625,Linux/UNIX
2026-01-22 05:46:22+00:00,g4dn.xlarge,eu-north-1b,0.1947,Linux/UNIX
2026-01-22 07:46:28+00:00,c5.2xlarge,eu-north-1b,0.1001,Linux/UNIX
2026-01-22 08:01:27+00:00,m5.2xlarge,eu-north-1a,0.1853,Linux/UNIX
2026-01-22 08:01:29+00:00,m5.xlarge,eu-north-1c,0.067,Linux/UNIX
2026-01-22 08:17:14+00:00,m5.2xlarge,eu-north-1b,0.1606,Linux/UNIX
2026-01-22 08:31:56+00:00,c5.2xlarge,eu-north-1c,0.0999,Linux/UNIX
2026-01-22 08:46:21+00:00,c5.xlarge,eu-north-1b,0.0565,Linux/UNIX
2026-01-22 09:16:24+00:00,g4dn.xlarge,eu-north-1c,0.1826,Linux/UNIX
2026-01-22 10:16:29+00:00,m5.2xlarge,eu-north-1c,0.1571,Linux/UNIX
2026-01-22 10:16:39+00:00,g4dn.xlarge,eu-north-1b,0.1945,Linux/UNIX
2026-01-22 10:46:08+00:00,c5.2xlarge,eu-north-1a,0.1354,Linux/UNIX
2026-01-22 13:01:34+00:00,m5.xlarge,eu-north-1b,0.0624,Linux/UNIX
2026-01-22 13:01:49+00:00,g4dn.xlarge,eu-north-1a,0.1808,Linux/UNIX
2026-01-22 13:16:18+00:00,c5.xlarge,eu-north-1b,0.0564,Linux/UNIX
2026-01-22 13:31:30+00:00,m5.xlarge,eu-north-1a,0.0632,Linux/UNIX
2026-01-22 14:16:20+00:00,c5.2xlarge,eu-north-1b,0.0995,Linux/UNIX
2026-01-22 14:46:10+00:00,c5.2xlarge,eu-north-1c,0.0996,Linux/UNIX
2026-01-22 15:01:28+00:00,c5.xlarge,eu-north-1c,0.057,Linux/UNIX
2026-01-22 15:01:29+00:00,m5.2xlarge,eu-north-1a,0.1852,Linux/UNIX
2026-01-22 15:31:26+00:00,m5.2xlarge,eu-north-1c,0.1566,Linux/UNIX
2026-01-22 16:01:42+00:00,m5.2xlarge,eu-north-1b,0.1603,Linux/UNIX
2026-01-22 16:47:12+00:00,g4dn.xlarge,eu-north-1c,0.183,Linux/UNIX
2026-01-22 18:31:29+00:00,c5.2xlarge,eu-north-1a,0.1348,Linux/UNIX
2026-01-22 18:31:32+00:00,m5.2xlarge,eu-north-1a,0.1847,Linux/UNIX
2026-01-22 19:31:20+00:00,m5.xlarge,eu-north-1b,0.0623,Linux/UNIX
2026-01-22 20:01:34+00:00,g4dn.xlarge,eu-north-1c,0.1826,Linux/UNIX
2026-01-22 21:01:32+00:00,c5.xlarge,eu-north-1a,0.0633,Linux/UNIX
2026-01-22 23:01:32+00:00,c5.2xlarge,eu-north-1c,0.0995,Linux/UNIX
2026-01-22 23:46:32+00:00,m5.2xlarge,eu-north-1c,0.1561,Linux/UNIX
2026-01-23 00:01:23+00:00,m5.2xlarge,eu-north-1b,0.16,Linux/UNIX
2026-01-23 00:16:21+00:00,m5.xlarge,eu-north-1a,0.0631,Linux/UNIX
2026-01-23 00:31:36+00:00,m5.xlarge,eu-north-1c,0.0669,Linux/UNIX
2026-01-23 01:01:25+00:00,c5.2xlarge,eu-north-1a,0.1324,Linux/UNIX
2026-01-23 01:31:26+00:00,m5.xlarge,eu-north-1b,0.0622,Linux/UNIX
2026-01-23 01:46:33+00:00,g4dn.xlarge,eu-north-1a,0.1816,Linux/UNIX
2026-01-23 02:31:32+00:00,g4dn.xlarge,eu-north-1c,0.1824,Linux/UNIX
2026-01-23 02:31:49+00:00,m5.2xlarge,eu-north-1a,0.1845,Linux/UNIX
2026-01-23 03:32:16+00:00,m5.2xlarge,eu-north-1c,0.1554,Linux/UNIX
2026-01-23 04:16:30+00:00,c5.xlarge,eu-north-1a,0.0635,Linux/UNIX
2026-01-23 06:31:43+00:00,c5.2xlarge,eu-north-1c,0.0993,Linux/UNIX
2026-01-23 07:32:04+00:00,g4dn.xlarge,eu-north-1c,0.1821,Linux/UNIX
2026-01-23 07:45:59+00:00,c5.2xlarge,eu-north-1a,0.1312,Linux/UNIX
2026-01-23 07:46:21+00:00,m5.2xlarge,eu-north-1a,0.1835,Linux/UNIX
2026-01-23 07:46:21+00:00,m5.2xlarge,eu-north-1b,0.1597,Linux/UNIX
2026-01-23 08:16:18+00:00,m5.xlarge,eu-north-1a,0.063,Linux/UNIX
2026-01-23 09:46:21+00:00,m5.xlarge,eu-north-1b,0.062,Linux/UNIX
2026-01-23 10:01:27+00:00,g4dn.xlarge,eu-north-1a,0.1818,Linux/UNIX
2026-01-23 10:16:27+00:00,g4dn.xlarge,eu-north-1b,0.1942,Linux/UNIX
2026-01-23 10:46:29+00:00,m5.2xlarge,eu-north-1c,0.1553,Linux/UNIX
2026-01-23 11:31:12+00:00,c5.xlarge,eu-north-1b,0.0563,Linux/UNIX
2026-01-23 13:01:22+00:00,m5.2xlarge,eu-north-1a,0.1831,Linux/UNIX
2026-01-23 13:16:15+00:00,c5.xlarge,eu-north-1a,0.0637,Linux/UNIX
2026-01-23 13:16:36+00:00,m5.2xlarge,eu-north-1b,0.1598,Linux/UNIX
2026-01-23 13:31:22+00:00,g4dn.xlarge,eu-north-1c,0.1829,Linux/UNIX
2026-01-23 13:46:19+00:00,m5.xlarge,eu-north-1c,0.0667,Linux/UNIX
2026-01-23 14:16:32+00:00,c5.2xlarge,eu-north-1b,0.0995,Linux/UNIX
2026-01-23 15:01:39+00:00,c5.xlarge,eu-north-1c,0.057,Linux/UNIX
2026-01-23 16:16:28+00:00,c5.2xlarge,eu-north-1a,0.1311,Linux/UNIX
2026-01-23 17:16:52+00:00,c5.xlarge,eu-north-1b,0.0562,Linux/UNIX
2026-01-23 17:46:30+00:00,m5.2xlarge,eu-north-1c,0.1551,Linux/UNIX
2026-01-23 17:47:11+00:00,g4dn.xlarge,eu-north-1a,0.1822,Linux/UNIX
2026-01-23 18:16:18+00:00,m5.xlarge,eu-north-1a,0.0629,Linux/UNIX
2026-01-23 18:47:00+00:00,c5.xlarge,eu-north-1a,0.0641,Linux/UNIX
2026-01-23 19:31:43+00:00,c5.xlarge,eu-north-1c,0.0571,Linux/UNIX
2026-01-23 19:46:22+00:00,g4dn.xlarge,eu-north-1b,0.1943,Linux/UNIX
2026-01-23 20:01:25+00:00,m5.2xlarge,eu-north-1a,0.1827,Linux/UNIX
2026-01-23 20:46:44+00:00,c5.2xlarge,eu-north-1c,0.0991,Linux/UNIX
2026-01-23 21:32:18+00:00,g4dn.xlarge,eu-north-1c,0.1843,Linux/UNIX
2026-01-23 22:17:23+00:00,c5.2xlarge,eu-north-1b,0.0993,Linux/UNIX
2026-01-23 22:46:19+00:00,m5.xlarge,eu-north-1c,0.0666,Linux/UNIX
2026-01-23 22:46:28+00:00,c5.2xlarge,eu-north-1a,0.131,Linux/UNIX
2026-01-24 00:16:18+00:00,m5.xlarge,eu-north-1b,0.0619,Linux/UNIX
2026-01-24 02:01:22+00:00,m5.2xlarge,eu-north-1c,0.1534,Linux/UNIX
2026-01-24 02:31:24+00:00,g4dn.xlarge,eu-north-1a,0.1826,Linux/UNIX
2026-01-24 02:46:16+00:00,c5.xlarge,eu-north-1c,0.0573,Linux/UNIX
2026-01-24 03:01:51+00:00,c5.2xlarge,eu-north-1b,0.0997,Linux/UNIX
2026-01-24 03:16:47+00:00,m5.xlarge,eu-north-1a,0.0628,Linux/UNIX
2026-01-24 03:31:21+00:00,c5.2xlarge,eu-north-1c,0.0992,Linux/UNIX
2026-01-24 03:47:20+00:00,g4dn.xlarge,eu-north-1b,0.1942,Linux/UNIX
2026-01-24 04:02:20+00:00,m5.2xlarge,eu-north-1b,0.1599,Linux/UNIX
2026-01-24 04:46:31+00:00,m5.2xlarge,eu-north-1a,0.1823,Linux/UNIX
2026-01-24 06:16:19+00:00,c5.xlarge,eu-north-1a,0.065,Linux/UNIX
2026-01-24 06:31:22+00:00,g4dn.xlarge,eu-north-1c,0.1845,Linux/UNIX
2026-01-24 06:32:11+00:00,c5.2xlarge,eu-north-1a,0.1308,Linux/UNIX
2026-01-24 07:16:28+00:00,m5.xlarge,eu-north-1a,0.0627,Linux/UNIX
2026-01-24 07:46:21+00:00,m5.xlarge,eu-north-1c,0.067,Linux/UNIX
2026-01-24 07:46:32+00:00,c5.xlarge,eu-north-1b,0.0561,Linux/UNIX
